,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,Block,Feedback,GameID,Rate,LotShapeB,LotShapeA,BEAST_pred,Cogprior_pred,Rational_pred,DiffCogpriorHuman,DiffHumanBEAST,DiffCogpriorBEAST,DiffCogpriorRational,choices_cog_prior_pred,nn_diff
15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.008000000000000007,0.0040000000000000036,0.003400000000000014,-0.5081,-0.5006,0.0,0.0,0.0,-1.0,1,0,4,0.3536,0,0,0.4456400000000151,0.43016797,0.5,0.0765679730415344,-0.09204000000001505,-0.015472026958480656,-0.06983202695846558,0.4341154,0.003947437
16,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.008000000000000007,0.0040000000000000036,0.003400000000000014,-0.5081,-0.5006,0.0,0.0,0.0,-1.0,2,1,4,0.5072,0,0,0.4647600000000146,0.45689425,0.5,-0.05030575127601622,0.04243999999998538,-0.007865751276030841,-0.043105751276016235,0.3965536,-0.060340643
17,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.008000000000000007,0.0040000000000000036,0.003400000000000014,-0.5081,-0.5006,0.0,0.0,0.0,-1.0,3,1,4,0.536,0,0,0.4688000000000139,0.46384862,0.5,-0.07215137934684757,0.06719999999998616,-0.0049513793468614065,-0.036151379346847534,0.3685228,-0.09532583
18,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.008000000000000007,0.0040000000000000036,0.003400000000000014,-0.5081,-0.5006,0.0,0.0,0.0,-1.0,4,1,4,0.496,0,0,0.4745200000000158,0.48068553,0.5,-0.0153144679069519,0.02147999999998418,0.006165532093032278,-0.019314467906951904,0.34329093,-0.1373946
19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-0.008000000000000007,0.0040000000000000036,0.003400000000000014,-0.5081,-0.5006,0.0,0.0,0.0,-1.0,5,1,4,0.5392,0,0,0.4766000000000157,0.48555192,0.5,-0.05364807648658754,0.06259999999998433,0.008951923513396798,-0.014448076486587524,0.3206891,-0.16486281
20,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20000000000000018,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6040000000000001,-0.6075999999999999,0.0012000000000000344,0.1969,0.1966,0.0,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,1,0,5,0.4928,0,0,0.508680000000014,0.4531252,0.0,-0.0396747913837433,-0.015880000000013994,-0.055554791383757296,0.4531252086162567,0.5655391,0.11241391
21,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20000000000000018,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6040000000000001,-0.6075999999999999,0.0012000000000000344,0.1969,0.1966,0.0,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,2,1,5,0.464,0,0,0.4763200000000148,0.423693,0.0,-0.040306998729705834,-0.012320000000014764,-0.0526269987297206,0.4236930012702942,0.5725454,0.14885241
22,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20000000000000018,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6040000000000001,-0.6075999999999999,0.0012000000000000344,0.1969,0.1966,0.0,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,3,1,5,0.416,0,0,0.4618400000000124,0.41971233,0.0,0.0037123348712921334,-0.045840000000012426,-0.04212766512872029,0.4197123348712921,0.56178796,0.14207563
23,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20000000000000018,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6040000000000001,-0.6075999999999999,0.0012000000000000344,0.1969,0.1966,0.0,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,4,1,5,0.3824,0,0,0.4666400000000149,0.40885955,0.0,0.02645955095291136,-0.08424000000001486,-0.0577804490471035,0.4088595509529114,0.5556789,0.14681935
24,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.20000000000000018,1.6,-1.0,3.0,1.0,0.75,0.0,-0.6040000000000001,-0.6075999999999999,0.0012000000000000344,0.1969,0.1966,0.0,-0.20000000000000018,-0.20000000000000018,0.7999999999999998,5,1,5,0.3568,0,0,0.4567600000000146,0.4066317,0.0,0.049831708145141596,-0.09996000000001459,-0.050128291854873,0.4066317081451416,0.5878382,0.18120646
25,0.0,0.75,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04999999999999982,0.30096189432334186,-1.0,0.0,-0.5,0.75,0.0,-0.1572,-0.0010999999999999899,-0.508,0.048,0.053300000000000014,0.0,-0.04999999999999982,-0.04999999999999982,0.20000000000000018,1,0,6,0.3824,0,0,0.4556800000000148,0.3851677,0.0,0.00276768813133238,-0.07328000000001478,-0.0705123118686824,0.3851676881313324,0.61367035,0.22850266
26,0.0,0.75,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04999999999999982,0.30096189432334186,-1.0,0.0,-0.5,0.75,0.0,-0.1572,-0.0010999999999999899,-0.508,0.048,0.053300000000000014,0.0,-0.04999999999999982,-0.04999999999999982,0.20000000000000018,2,1,6,0.4016,0,0,0.4679200000000144,0.41317263,0.0,0.011572632455825793,-0.06632000000001437,-0.054747367544188574,0.4131726324558258,0.6153975,0.20222488
27,0.0,0.75,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04999999999999982,0.30096189432334186,-1.0,0.0,-0.5,0.75,0.0,-0.1572,-0.0010999999999999899,-0.508,0.048,0.053300000000000014,0.0,-0.04999999999999982,-0.04999999999999982,0.20000000000000018,3,1,6,0.3968,0,0,0.4748800000000133,0.43492585,0.0,0.03812585420608522,-0.0780800000000133,-0.039954145793928086,0.4349258542060852,0.5999549,0.16502905
28,0.0,0.75,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04999999999999982,0.30096189432334186,-1.0,0.0,-0.5,0.75,0.0,-0.1572,-0.0010999999999999899,-0.508,0.048,0.053300000000000014,0.0,-0.04999999999999982,-0.04999999999999982,0.20000000000000018,4,1,6,0.424,0,0,0.4828400000000147,0.44955304,0.0,0.02555304265022279,-0.058840000000014714,-0.033286957349791924,0.4495530426502228,0.6005579,0.15100488
29,0.0,0.75,-3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.04999999999999982,0.30096189432334186,-1.0,0.0,-0.5,0.75,0.0,-0.1572,-0.0010999999999999899,-0.508,0.048,0.053300000000000014,0.0,-0.04999999999999982,-0.04999999999999982,0.20000000000000018,5,1,6,0.4064,0,0,0.4762800000000157,0.46392682,0.0,0.057526821947097795,-0.06988000000001571,-0.012353178052917912,0.4639268219470978,0.5963726,0.13244578
30,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.881784197001252e-16,4.358898943540676,-19.0,1.0,-9.0,0.05,0.0,0.8959999999999999,0.8936,-0.010000000000000009,0.949,0.9486,0.0,-8.881784197001252e-16,-8.881784197001252e-16,19.0,1,0,7,0.4784,0,0,0.5651600000000149,0.54270977,0.0,0.06430976781845094,-0.08676000000001488,-0.022450232181563945,0.5427097678184509,0.4966539,-0.046055853
31,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.881784197001252e-16,4.358898943540676,-19.0,1.0,-9.0,0.05,0.0,0.8959999999999999,0.8936,-0.010000000000000009,0.949,0.9486,0.0,-8.881784197001252e-16,-8.881784197001252e-16,19.0,2,1,7,0.6288,0,0,0.5807200000000152,0.5939097,0.0,-0.034890319156646754,0.0480799999999848,0.013189680843338047,0.5939096808433533,0.52887994,-0.06502974
32,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.881784197001252e-16,4.358898943540676,-19.0,1.0,-9.0,0.05,0.0,0.8959999999999999,0.8936,-0.010000000000000009,0.949,0.9486,0.0,-8.881784197001252e-16,-8.881784197001252e-16,19.0,3,1,7,0.6192,0,0,0.584280000000011,0.6090691,0.0,-0.010130891036987277,0.03491999999998896,0.024789108963001683,0.6090691089630127,0.5369402,-0.07212889
33,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.881784197001252e-16,4.358898943540676,-19.0,1.0,-9.0,0.05,0.0,0.8959999999999999,0.8936,-0.010000000000000009,0.949,0.9486,0.0,-8.881784197001252e-16,-8.881784197001252e-16,19.0,4,1,7,0.6224,0,0,0.5897200000000127,0.63041866,0.0,0.008018658256530808,0.032679999999987275,0.04069865825651808,0.6304186582565308,0.5206538,-0.109764874
34,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.95,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.881784197001252e-16,4.358898943540676,-19.0,1.0,-9.0,0.05,0.0,0.8959999999999999,0.8936,-0.010000000000000009,0.949,0.9486,0.0,-8.881784197001252e-16,-8.881784197001252e-16,19.0,5,1,7,0.6384,0,0,0.5904000000000135,0.6228829,0.0,-0.015517097377777067,0.0479999999999865,0.03248290262220943,0.6228829026222229,0.50848764,-0.11439526
35,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.358898943540674,-1.0,19.0,9.0,0.0,1.0,-0.8999999999999999,-0.8948,-0.00019999999999997797,-0.9506,-0.9526,0.0,0.0,0.0,-19.0,1,0,8,0.3872,0,0,0.3652400000000114,0.38401052,0.5,-0.0031894764423370248,0.0219599999999886,0.018770523557651575,-0.11598947644233704,0.45326445,0.06925392
36,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.358898943540674,-1.0,19.0,9.0,0.0,1.0,-0.8999999999999999,-0.8948,-0.00019999999999997797,-0.9506,-0.9526,0.0,0.0,0.0,-19.0,2,1,8,0.3824,0,0,0.3624000000000106,0.35068372,0.5,-0.03171628108024599,0.019999999999989415,-0.011716281080256574,-0.14931628108024597,0.43172967,0.081045955
37,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.358898943540674,-1.0,19.0,9.0,0.0,1.0,-0.8999999999999999,-0.8948,-0.00019999999999997797,-0.9506,-0.9526,0.0,0.0,0.0,-19.0,3,1,8,0.328,0,0,0.3769600000000101,0.33559042,0.5,0.007590422153472887,-0.04896000000001011,-0.04136957784653722,-0.1644095778465271,0.43265384,0.09706342
38,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.358898943540674,-1.0,19.0,9.0,0.0,1.0,-0.8999999999999999,-0.8948,-0.00019999999999997797,-0.9506,-0.9526,0.0,0.0,0.0,-19.0,4,1,8,0.336,0,0,0.3783600000000106,0.33311623,0.5,-0.0028837666511535853,-0.042360000000010556,-0.04524376665116414,-0.16688376665115356,0.4363485,0.103232265
39,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.358898943540674,-1.0,19.0,9.0,0.0,1.0,-0.8999999999999999,-0.8948,-0.00019999999999997797,-0.9506,-0.9526,0.0,0.0,0.0,-19.0,5,1,8,0.2896,0,0,0.37016000000001,0.32340652,0.5,0.03380651750564573,-0.08056000000000996,-0.04675348249436423,-0.17659348249435425,0.4433513,0.11994478
40,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.0,1.0,-0.9783999999999999,-0.9772000000000001,0.006399999999999961,-0.9886,-0.9888,0.0,0.0,0.0,-99.0,1,0,9,0.4656,0,0,0.3332000000000089,0.3897207,0.5,-0.07587929186820985,0.13239999999999114,0.05652070813178128,-0.11027929186820984,0.68763644,0.29791573
41,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.0,1.0,-0.9783999999999999,-0.9772000000000001,0.006399999999999961,-0.9886,-0.9888,0.0,0.0,0.0,-99.0,2,1,9,0.3984,0,0,0.3351200000000088,0.35692716,0.5,-0.04147284355163572,0.06327999999999118,0.021807156448355458,-0.14307284355163574,0.68121135,0.3242842
42,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.0,1.0,-0.9783999999999999,-0.9772000000000001,0.006399999999999961,-0.9886,-0.9888,0.0,0.0,0.0,-99.0,3,1,9,0.3888,0,0,0.3315600000000093,0.33381796,0.5,-0.05498204116821287,0.05723999999999069,0.0022579588317778176,-0.1661820411682129,0.683142,0.34932405
43,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.0,1.0,-0.9783999999999999,-0.9772000000000001,0.006399999999999961,-0.9886,-0.9888,0.0,0.0,0.0,-99.0,4,1,9,0.3904,0,0,0.3401600000000078,0.33052006,0.5,-0.05987993636131289,0.050239999999992235,-0.009639936361320656,-0.16947993636131287,0.693788,0.36326793
44,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.01,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.0,1.0,-0.9783999999999999,-0.9772000000000001,0.006399999999999961,-0.9886,-0.9888,0.0,0.0,0.0,-99.0,5,1,9,0.3856,0,0,0.3317200000000089,0.333178,0.5,-0.05242198643684387,0.0538799999999911,0.0014580135631472313,-0.16682198643684387,0.69491583,0.36173782
45,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,101.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.5,1.0,-0.9754,-0.9812000000000001,0.01479999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10,0.5456,0,0,0.5509200000000131,0.47319776,0.5,-0.07240224180221555,-0.005320000000013092,-0.07772224180222864,-0.026802241802215576,0.67514485,0.2019471
46,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,101.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.5,1.0,-0.9754,-0.9812000000000001,0.01479999999999998,0.0,0.0,0.0,0.0,0.0,0.0,2,1,10,0.4544,0,0,0.486760000000013,0.4360035,0.5,-0.01839649381637576,-0.03236000000001299,-0.05075649381638875,-0.06399649381637573,0.6759019,0.23989838
47,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,101.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.5,1.0,-0.9754,-0.9812000000000001,0.01479999999999998,0.0,0.0,0.0,0.0,0.0,0.0,3,1,10,0.4336,0,0,0.4487200000000128,0.4123048,0.5,-0.021295211172103867,-0.01512000000001279,-0.03641521117211666,-0.08769521117210388,0.6836282,0.2713234
48,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,101.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.5,1.0,-0.9754,-0.9812000000000001,0.01479999999999998,0.0,0.0,0.0,0.0,0.0,0.0,4,1,10,0.424,0,0,0.4319600000000114,0.40035444,0.5,-0.02364555501937865,-0.007960000000011402,-0.03160555501939005,-0.09964555501937866,0.6962677,0.29591328
49,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,101.0,0.01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.9498743710662,-1.0,99.0,49.0,0.5,1.0,-0.9754,-0.9812000000000001,0.01479999999999998,0.0,0.0,0.0,0.0,0.0,0.0,5,1,10,0.416,0,0,0.4260800000000121,0.39270908,0.5,-0.023290923595428448,-0.010080000000012135,-0.03337092359544058,-0.10729092359542847,0.6891551,0.29644603
50,19.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,20.0,0.9,-20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,11.999999999999998,-39.0,1.0,-19.0,0.0,1.0,0.7922,0.8024,-0.008000000000000007,-0.0976,-0.1009,0.0,-3.0,-3.0,-8.0,1,0,11,0.1328,0,0,0.1093599999999969,0.14454523,0.0,0.011745227289199828,0.023440000000003097,0.035185227289202925,0.14454522728919983,0.20024356,0.055698335
